data,datasize,encoder,run,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg
svhn,b8,resnet18,0,3.222878578937415,1.3407701895787163,0.003565900501350618,1.885674320734464,0.9994843093537182,0.9481791641057159,-0.0025234366108000434,-0.5811427541112882
svhn,b32,mlp,2,3.2205622990926113,-0.9825089161212628,0.0058821892069483355,4.208953398924607,0.9990292881952344,0.8241779348494161,-0.004137777003828043,-2.3466045367343384
svhn,b32,mlp,3,3.2146198532798063,-1.047447186249953,0.01182464721161082,4.273891669053298,0.9980889111343676,0.8244084204056545,-0.00747897162185135,-2.459775141672755
svhn,b32,mlp,1,3.2176601814501207,-1.3598196873298058,0.008784286332119143,4.58626417013315,0.9980130742746204,0.8233712354025814,-0.006201497793011169,-2.561492778215729
svhn,b32,mlp,0,3.2199164737354624,-1.146403459402231,0.006528016511407314,4.372847942205576,0.9988776144757398,0.8215273509526736,-0.004579346934371185,-2.4417149113224506
svhn,b32,mlp,4,3.2202510183507744,-0.6062587958115798,0.006193473585881293,3.832703278614925,0.998983786079386,0.8236401352181929,-0.004374721742152884,-2.297743517787408
svhn,b32,resnet18,3,3.2188109051097524,2.5750474746410665,0.007633589959534054,0.6513970035773057,0.9985135975489527,0.943761524277812,-0.00539765102235627,-0.4286421405699853
svhn,b32,resnet18,2,3.2150787367965235,2.562196878286509,0.01136574606679267,0.6642476205642407,0.9982709195977612,0.9462968653964352,-0.008034845988466977,-0.4356992557632174
svhn,b32,resnet18,4,3.223891019821167,2.4971699164463925,0.002553451220702493,0.7292745434320891,0.999408472493971,0.9477181929932392,-0.0017419104254056824,-0.4776579802951145
svhn,b32,resnet18,0,3.2191730557066025,2.6561829310197096,0.007271443077391294,0.5702615655385531,0.998756275500144,0.9489474492931776,-0.004584407329068672,-0.3790832331220361
svhn,b32,resnet18,1,3.220143188129772,2.5224101910224332,0.006301315885855619,0.7040343169982617,0.9987259407562452,0.9483328211432084,-0.00437753995825682,-0.4391705803672886
svhn,b128,resnet18,2,3.21854229406877,2.6839131942162147,0.007902196968312968,0.5425313092195071,0.9983012543416602,0.9449139520590044,-0.005546101870798117,-0.37150148375451225
svhn,b128,resnet18,3,3.2191716107455166,2.7169643915616546,0.007272890236256927,0.5094800751942855,0.9984984301770032,0.9450291948371236,-0.005155289894269721,-0.34881968136778563
svhn,b128,resnet18,1,3.221592144532637,2.6900107677166276,0.004852315393332957,0.5364337150867169,0.998983786079386,0.9490242778119238,-0.0034055159221492545,-0.36523863283251395
svhn,b128,resnet18,0,3.221852764938817,2.6447111826676593,0.0045917412331398354,0.5817332955507132,0.9990747903110828,0.94860172095882,-0.003257533150943216,-0.3974261888106868
svhn,b128,resnet18,4,3.2207868966189297,2.6766923390902004,0.005657567071135749,0.5497521574680622,0.9986956060123462,0.947257221880762,-0.0038093787182912377,-0.3740592177964732
svhn,b128,mlp,2,3.212190100640961,0.0940859867976262,0.014254373272485804,3.1323584960057187,0.996557006567472,0.8314382298709281,-0.010034947345375406,-1.987872634032098
svhn,b128,mlp,3,3.218827536611846,-0.4341413424565242,0.007616951013915241,3.6605858252598686,0.9985135975489527,0.8364320835894284,-0.005378228368718306,-2.119515458420349
svhn,b128,mlp,1,3.218223217761878,-0.24387044173020586,0.008221268787923636,3.4703149245335507,0.9983315890855592,0.8356253841425937,-0.005820803658435547,-2.0976776493566875
svhn,b128,mlp,0,3.2185643658493506,-0.22172014529888445,0.007880112071606245,3.4481646281022287,0.9985135975489527,0.8347034419176398,-0.005466350093429771,-2.1039479504959298
svhn,b128,mlp,4,3.2146879253965435,-0.2347963223090539,0.011756551550757704,3.4612408051123986,0.9975428857441871,0.8297864167178857,-0.00826201469093345,-2.093105653244303
svhn,b512,mlp,1,3.2213782180439336,-0.2768863714658297,0.005066287726742414,3.5033308542691746,0.999044455567184,0.8303626306084819,-0.0035882040865042116,-2.2048020270856665
svhn,b512,mlp,0,3.217016819751623,-0.1818548899430495,0.009427665512317395,3.4082993727463937,0.997906902670974,0.8287492317148125,-0.006687023761240024,-2.1480758580019352
svhn,b512,mlp,4,3.210560907017101,-0.22176234538738546,0.01588358564979651,3.44820682819073,0.9965873413113708,0.8277120467117394,-0.011123370679362634,-2.192658866850684
svhn,b512,mlp,2,3.216457085175948,-0.3413653557117169,0.009987394485947196,3.5678098385150614,0.99774006157953,0.8295559311616472,-0.007082149212244,-2.226092291900446
svhn,b512,mlp,3,3.2161238338008062,-0.18190985459547776,0.010320640507746826,3.4083543373988223,0.9979372374148732,0.8299784880147509,-0.007139174133488901,-2.1509091534682208
svhn,b512,resnet18,3,3.213998353842533,2.6442249371455264,0.012446116924173,0.5822195319029001,0.9974367141405408,0.9358097725875844,-0.008688843853371618,-0.4051057276428349
svhn,b512,resnet18,2,3.213083079366973,2.680375282581036,0.01336140459346952,0.5460691772974454,0.9971637014454504,0.9406499692685923,-0.009112017707934487,-0.3809372947105492
svhn,b512,resnet18,4,3.2166752381758257,2.707962934787457,0.009769260445891909,0.5184815342609699,0.9976187226039344,0.9418792255685309,-0.006449722414768651,-0.3612316929705596
svhn,b512,resnet18,0,3.2098893758022418,2.693249152256892,0.016555132711249768,0.5331953213765069,0.9960716506650892,0.9378073140749846,-0.011586170136979157,-0.3719858233594836
svhn,b512,resnet18,1,3.2153286789402817,2.657991115863507,0.011115806346589869,0.5684533967421606,0.9974518815124904,0.9345036877688998,-0.007700317733792309,-0.3954194319893986
cifar10,b8,resnet18,0,3.319835836237127,0.6207916736602783,0.0020921900779119987,2.701136350631714,0.9994888888888888,0.8296,-0.0014500844784843927,-1.6608535648888254
cifar10,b8,resnet18,1,3.3147673931988804,0.5546986103057862,0.0071606345009058705,2.767229413986206,0.9988222222222222,0.8292,-0.004967472892704444,-1.5473874840470505
cifar10,b8,resnet18,4,3.312793655828996,0.8608675479888916,0.009134362683901352,2.4610604763031008,0.9993777777777778,0.8269,-0.0038397438604605492,-1.5456332531077748
cifar10,b8,resnet18,3,3.3195120204578745,0.9100995063781738,0.002416031540964137,2.4118285179138184,0.9995777777777778,0.8290000000000001,-0.0016671442999966295,-1.4130542129838246
cifar10,b8,resnet18,2,3.318187876181169,0.8368407726287842,0.003740164124544456,2.485087251663208,0.9997111111111112,0.8284,-0.0019919595161718177,-1.557933842668643
cifar10,b8,mlp,3,3.305748896165328,-20.18746109008789,0.016179133524102243,23.50938911437988,0.9968,0.5351,-0.011221255187933156,-10.240440002670837
cifar10,b8,mlp,2,3.311629804697904,-21.200394821166988,0.010298193540868604,24.522322845458984,0.9987555555555556,0.5165,-0.0064415796930483715,-9.732195532043622
cifar10,b8,mlp,4,3.3165061365474355,-20.118243789672853,0.005421895663444461,23.440171813964845,0.9996444444444444,0.5276,-0.0016160530015905446,-9.297260974247646
cifar10,b8,mlp,0,3.3147630474784155,-16.839540100097658,0.007164963436397639,20.16146812438965,0.9982222222222222,0.5265,-0.004969895107479996,-9.237088006637268
cifar10,b8,mlp,1,3.3077594475312666,-20.899131774902344,0.014168592339212244,24.221059799194336,0.9979333333333332,0.5118,-0.008533155867163961,-9.565954125216603
cifar10,b32,mlp,2,3.311569853262468,-5.030177307128906,0.0103581490799446,8.352105331420898,0.9984444444444444,0.5433,-0.007181017546573955,-5.542834896133568
cifar10,b32,mlp,3,3.3149870092218574,-6.569608306884764,0.006941033230925148,9.891536331176756,0.9989111111111112,0.536,-0.004813160464060561,-6.025219479639717
cifar10,b32,mlp,1,3.3146573305130005,-6.12897834777832,0.007270695112476294,9.450906372070312,0.9989555555555556,0.5441,-0.005039637778520038,-5.7498045884182325
cifar10,b32,mlp,0,3.316167853095315,-6.709081077575684,0.0057601844891905785,10.031009101867676,0.9991777777777778,0.5387,-0.003994525517820869,-5.8662771494044
cifar10,b32,mlp,4,3.3117164915258237,-6.857492065429687,0.010211526268077168,10.17942008972168,0.9983333333333332,0.5385,-0.007074638039759225,-5.756984566925119
cifar10,b32,resnet18,3,3.3193165930834683,1.6868895053863526,0.0026114510917316447,1.6350385189056396,0.9994888888888888,0.8413,-0.0018077006071761997,-1.127939465962853
cifar10,b32,resnet18,2,3.312544118274342,1.7660343408584596,0.009383893455378713,1.5558936834335326,0.9978666666666668,0.8373,-0.006506216559063634,-1.0749285950340501
cifar10,b32,resnet18,4,3.3205907236446035,1.4888033151626587,0.0013372790153053677,1.8331247091293332,0.9997555555555556,0.8483,-0.0009273226805125096,-1.2352740549752526
cifar10,b32,resnet18,0,3.3130543340336187,1.4756093263626098,0.008873691634190354,1.8463186979293824,0.9982444444444444,0.8381,-0.006146808121166606,-1.2705433281739018
cifar10,b32,resnet18,1,3.3150737177241933,1.7704625844955444,0.006854297111699866,1.5514654397964478,0.9985111111111112,0.8473,-0.004751726347153403,-1.0699753805734018
cifar10,b2048,mlp,2,3.3116475343704224,-1.831091785430908,0.010280512315644459,5.153019809722902,0.9994888888888888,0.5223,-0.007126310824076034,-3.566448509906672
cifar10,b2048,mlp,3,3.309980284083973,-1.7232259750366208,0.011947716332294724,5.045153999328614,0.9986444444444444,0.5246,-0.008282125051045868,-3.4906044744053566
cifar10,b2048,mlp,4,3.312791856852445,-1.4787908554077152,0.009136158951812171,4.800718879699707,0.9994666666666666,0.5285,-0.006333608300281214,-3.3214146329260426
cifar10,b2048,mlp,1,3.314742771061984,-1.8762281417846682,0.007185237651521509,5.19815616607666,0.9996444444444444,0.5247,-0.004980587737809607,-3.598258371592148
cifar10,b2048,mlp,0,3.3144258694215254,-1.7904058456420902,0.007502163781530477,5.112333869934082,0.9995333333333334,0.527,-0.005198815030404493,-3.5356679498793926
cifar10,b2048,resnet18,4,3.294791600920937,0.9911108493804932,0.027136432091620838,2.330817174911499,0.9935555555555556,0.7523,-0.018803646182433457,-1.6148425931149497
cifar10,b2048,resnet18,1,3.295906782150269,1.159026861190796,0.026021267541430214,2.1629011631011963,0.9936666666666668,0.7562,-0.018037200108555543,-1.4986071385630166
cifar10,b2048,resnet18,0,3.2789382501081987,1.0702567100524902,0.042989767325872716,2.251671314239502,0.9898222222222224,0.7547,-0.029795951049037924,-1.5598057282929905
cifar10,b2048,resnet18,2,3.3047211170196533,1.101414728164673,0.01720690849999135,2.2205132961273195,0.9963111111111111,0.7552,-0.011929683809754416,-1.5370340751742857
cifar10,b2048,resnet18,3,3.29899280721491,1.1433052062988278,0.022935211319815033,2.178622817993164,0.9948222222222224,0.7502,-0.015900387075909163,-1.5092774063907008
cifar10,b128,mlp,3,3.3123999292200264,-4.416115856170653,0.009528078032996169,7.738043880462646,0.9980666666666668,0.5462,-0.006607329596889661,-5.201002608201024
cifar10,b128,mlp,2,3.309922662648288,-4.038537502288818,0.012005339461294088,7.36046552658081,0.9979777777777776,0.5399,-0.008320328762659784,-4.962505870202316
cifar10,b128,mlp,0,3.314736073667353,-4.543258380889894,0.007191940030845051,7.865186405181885,0.9985111111111112,0.546,-0.0049869561974937365,-5.265316844932434
cifar10,b128,mlp,1,3.3103129863739014,-4.30994062423706,0.01161503309214657,7.631868648529053,0.9977777777777778,0.5387,-0.008051394263759394,-5.12252254120916
cifar10,b128,mlp,4,3.3089393594048238,-4.286398410797118,0.01298865121365948,7.608326435089111,0.9972,0.5426,-0.009008376047981326,-5.13361015951878
cifar10,b128,resnet18,3,3.3160292993892324,1.8914685487747191,0.005898741460193626,1.4304594755172733,0.9988,0.8452,-0.004089949987542932,-0.9923398229448458
cifar10,b128,resnet18,2,3.315289085561579,1.8955642461776732,0.0066389375027607785,1.4263637781143188,0.9986222222222222,0.841,-0.004595072128153643,-0.9872546569833918
cifar10,b128,resnet18,0,3.317392013289712,1.9998571157455445,0.0045360017260959885,1.3220709323883058,0.9990888888888888,0.8431,-0.0031355260507018837,-0.9162399280802394
cifar10,b128,resnet18,1,3.317644173448736,1.8651790857315065,0.0042838639637921005,1.456748938560486,0.9992666666666666,0.8415,-0.0029706440283016025,-1.011272811802692
cifar10,b128,resnet18,4,3.304903919046575,1.8908051729202267,0.017024123067544264,1.4311228513717649,0.9959333333333332,0.8323,-0.011793867422479823,-0.991830627768422
cifar10,b512,mlp,2,3.3166135332801123,-4.699271011352539,0.005314464014108208,8.021199035644532,0.9989777777777776,0.5421,-0.003686333246656176,-5.430230156095528
cifar10,b512,mlp,3,3.3110676245255903,-3.9498325347900383,0.010860386029393836,7.271760559082031,0.9977333333333334,0.5428,-0.0075273377699422404,-4.943808555620904
cifar10,b512,mlp,4,3.3143190904097124,-3.675850009918213,0.00760892986065962,6.997778034210205,0.9986666666666668,0.5457,-0.0052737874967777225,-4.778916722779321
cifar10,b512,mlp,1,3.317736441438848,-4.904375839233398,0.004191586705432696,8.226303863525391,0.9990888888888888,0.5473,-0.002904280825890907,-5.534953433674676
cifar10,b512,mlp,0,3.3147776885466143,-4.250254726409912,0.007150329025038941,7.572182750701903,0.9986666666666668,0.5424,-0.00495528823654861,-5.146091673607163
cifar10,b512,resnet18,4,3.3131928769024936,1.6233983278274535,0.008735169243829494,1.6985296964645389,0.9979555555555556,0.8155,-0.0060521987799695785,-1.176934424921627
cifar10,b512,resnet18,0,3.308894742618908,1.6222334384918211,0.013033271597867662,1.6996945858001709,0.9973111111111111,0.8104,-0.0090321521153527,-1.1769984899040962
cifar10,b512,resnet18,1,3.3039079254323784,1.624541997909546,0.018020107728344472,1.6973860263824463,0.9958222222222224,0.815,-0.012494223417853178,-1.1776695102990775
cifar10,b512,resnet18,3,3.31365074894645,1.6340146303176883,0.008277306185019288,1.6879133939743045,0.998,0.8233,-0.005741349532835396,-1.169631039953745
cifar10,b512,resnet18,2,3.312347704713994,1.6545907735824583,0.009580321800471707,1.6673372507095336,0.9977333333333334,0.8155,-0.0066395635375601225,-1.1545465545141809
